"Raumbezug","Jahr","Ausprägung","Wert","Index"
"01 Altstadt - Lehel",2000,"deutsch",2263,100
"01 Altstadt - Lehel",2001,"deutsch",2133,94.2554131683606
"01 Altstadt - Lehel",2002,"deutsch",2060,91.0296067167477
"01 Altstadt - Lehel",2003,"deutsch",1959,86.5665046398586
"01 Altstadt - Lehel",2004,"deutsch",2084,92.0901458241273
"01 Altstadt - Lehel",2005,"deutsch",2205,97.4370304904993
"01 Altstadt - Lehel",2006,"deutsch",2165,95.6694653115334
"01 Altstadt - Lehel",2007,"deutsch",2231,98.5859478568272
"01 Altstadt - Lehel",2008,"deutsch",2308,101.988510826337
"01 Altstadt - Lehel",2009,"deutsch",2343,103.535130357932
"01 Altstadt - Lehel",2010,"deutsch",2382,105.258506407424
"01 Altstadt - Lehel",2011,"deutsch",2352,103.932832523199
"01 Altstadt - Lehel",2012,"deutsch",2051,90.6319045514803
"01 Altstadt - Lehel",2013,"deutsch",2154,95.1833848873177
"01 Altstadt - Lehel",2014,"deutsch",2028,89.6155545735749
"01 Altstadt - Lehel",2015,"deutsch",1936,85.5501546619532
"01 Altstadt - Lehel",2016,"deutsch",1974,87.2293415819708
"01 Altstadt - Lehel",2017,"deutsch",1808,79.893946089262
"01 Altstadt - Lehel",2018,"deutsch",1922,84.9315068493151
"01 Altstadt - Lehel",2019,"deutsch",1903,84.0919133893062
"01 Altstadt - Lehel",2020,"deutsch",1860,82.1917808219178
"01 Altstadt - Lehel",2021,"deutsch",2149,94.962439239947
"01 Altstadt - Lehel",2022,"deutsch",1662,73.4423331860362
"01 Altstadt - Lehel",2023,"deutsch",1829,80.8219178082192
"01 Altstadt - Lehel",2024,"deutsch",1696,74.9447635881573
"01 Altstadt - Lehel",2000,"nichtdeutsch",1700,100
"01 Altstadt - Lehel",2001,"nichtdeutsch",1565,92.0588235294118
"01 Altstadt - Lehel",2002,"nichtdeutsch",1354,79.6470588235294
"01 Altstadt - Lehel",2003,"nichtdeutsch",1349,79.3529411764706
"01 Altstadt - Lehel",2004,"nichtdeutsch",1328,78.1176470588235
"01 Altstadt - Lehel",2005,"nichtdeutsch",1322,77.7647058823529
"01 Altstadt - Lehel",2006,"nichtdeutsch",1173,69
"01 Altstadt - Lehel",2007,"nichtdeutsch",1307,76.8823529411765
"01 Altstadt - Lehel",2008,"nichtdeutsch",1377,81
"01 Altstadt - Lehel",2009,"nichtdeutsch",1295,76.1764705882353
"01 Altstadt - Lehel",2010,"nichtdeutsch",1366,80.3529411764706
"01 Altstadt - Lehel",2011,"nichtdeutsch",1573,92.5294117647059
"01 Altstadt - Lehel",2012,"nichtdeutsch",1783,104.882352941176
"01 Altstadt - Lehel",2013,"nichtdeutsch",1940,114.117647058824
"01 Altstadt - Lehel",2014,"nichtdeutsch",1941,114.176470588235
"01 Altstadt - Lehel",2015,"nichtdeutsch",1824,107.294117647059
"01 Altstadt - Lehel",2016,"nichtdeutsch",1887,111
"01 Altstadt - Lehel",2017,"nichtdeutsch",1716,100.941176470588
"01 Altstadt - Lehel",2018,"nichtdeutsch",1761,103.588235294118
"01 Altstadt - Lehel",2019,"nichtdeutsch",1475,86.7647058823529
"01 Altstadt - Lehel",2020,"nichtdeutsch",1183,69.5882352941177
"01 Altstadt - Lehel",2021,"nichtdeutsch",1346,79.1764705882353
"01 Altstadt - Lehel",2022,"nichtdeutsch",2002,117.764705882353
"01 Altstadt - Lehel",2023,"nichtdeutsch",1737,102.176470588235
"01 Altstadt - Lehel",2024,"nichtdeutsch",1649,97
"02 Ludwigsvorstadt - Isarvorstadt",2000,"deutsch",5624,100
"02 Ludwigsvorstadt - Isarvorstadt",2001,"deutsch",5296,94.1678520625889
"02 Ludwigsvorstadt - Isarvorstadt",2002,"deutsch",5088,90.4694167852063
"02 Ludwigsvorstadt - Isarvorstadt",2003,"deutsch",5073,90.2027027027027
"02 Ludwigsvorstadt - Isarvorstadt",2004,"deutsch",5505,97.8840682788051
"02 Ludwigsvorstadt - Isarvorstadt",2005,"deutsch",5416,96.3015647226173
"02 Ludwigsvorstadt - Isarvorstadt",2006,"deutsch",5733,101.938122332859
"02 Ludwigsvorstadt - Isarvorstadt",2007,"deutsch",5949,105.77880512091
"02 Ludwigsvorstadt - Isarvorstadt",2008,"deutsch",6245,111.041963015647
"02 Ludwigsvorstadt - Isarvorstadt",2009,"deutsch",6177,109.832859174964
"02 Ludwigsvorstadt - Isarvorstadt",2010,"deutsch",6237,110.899715504979
"02 Ludwigsvorstadt - Isarvorstadt",2011,"deutsch",5954,105.867709815078
"02 Ludwigsvorstadt - Isarvorstadt",2012,"deutsch",5588,99.3598862019915
"02 Ludwigsvorstadt - Isarvorstadt",2013,"deutsch",5344,95.0213371266003
"02 Ludwigsvorstadt - Isarvorstadt",2014,"deutsch",5277,93.8300142247511
"02 Ludwigsvorstadt - Isarvorstadt",2015,"deutsch",5638,100.24893314367
"02 Ludwigsvorstadt - Isarvorstadt",2016,"deutsch",4845,86.1486486486486
"02 Ludwigsvorstadt - Isarvorstadt",2017,"deutsch",4773,84.8684210526316
"02 Ludwigsvorstadt - Isarvorstadt",2018,"deutsch",4880,86.7709815078236
"02 Ludwigsvorstadt - Isarvorstadt",2019,"deutsch",4784,85.0640113798008
"02 Ludwigsvorstadt - Isarvorstadt",2020,"deutsch",4643,82.5568990042674
"02 Ludwigsvorstadt - Isarvorstadt",2021,"deutsch",5319,94.576813655761
"02 Ludwigsvorstadt - Isarvorstadt",2022,"deutsch",4707,83.6948790896159
"02 Ludwigsvorstadt - Isarvorstadt",2023,"deutsch",4263,75.8001422475107
"02 Ludwigsvorstadt - Isarvorstadt",2024,"deutsch",4373,77.7560455192034
"02 Ludwigsvorstadt - Isarvorstadt",2000,"nichtdeutsch",4964,100
"02 Ludwigsvorstadt - Isarvorstadt",2001,"nichtdeutsch",4901,98.7308622078968
"02 Ludwigsvorstadt - Isarvorstadt",2002,"nichtdeutsch",4731,95.3062046736503
"02 Ludwigsvorstadt - Isarvorstadt",2003,"nichtdeutsch",4448,89.6051571313457
"02 Ludwigsvorstadt - Isarvorstadt",2004,"nichtdeutsch",4667,94.016921837228
"02 Ludwigsvorstadt - Isarvorstadt",2005,"nichtdeutsch",4718,95.044319097502
"02 Ludwigsvorstadt - Isarvorstadt",2006,"nichtdeutsch",4187,84.3473005640612
"02 Ludwigsvorstadt - Isarvorstadt",2007,"nichtdeutsch",4398,88.5979049153908
"02 Ludwigsvorstadt - Isarvorstadt",2008,"nichtdeutsch",4766,96.0112812248187
"02 Ludwigsvorstadt - Isarvorstadt",2009,"nichtdeutsch",4923,99.174053182917
"02 Ludwigsvorstadt - Isarvorstadt",2010,"nichtdeutsch",4805,96.7969379532635
"02 Ludwigsvorstadt - Isarvorstadt",2011,"nichtdeutsch",4915,99.0128928283642
"02 Ludwigsvorstadt - Isarvorstadt",2012,"nichtdeutsch",5410,108.984689766317
"02 Ludwigsvorstadt - Isarvorstadt",2013,"nichtdeutsch",6088,122.643029814666
"02 Ludwigsvorstadt - Isarvorstadt",2014,"nichtdeutsch",6962,140.249798549557
"02 Ludwigsvorstadt - Isarvorstadt",2015,"nichtdeutsch",7048,141.982272360999
"02 Ludwigsvorstadt - Isarvorstadt",2016,"nichtdeutsch",5804,116.921837228042
"02 Ludwigsvorstadt - Isarvorstadt",2017,"nichtdeutsch",5286,106.486704270749
"02 Ludwigsvorstadt - Isarvorstadt",2018,"nichtdeutsch",4889,98.4891216760677
"02 Ludwigsvorstadt - Isarvorstadt",2019,"nichtdeutsch",4511,90.8742949234488
"02 Ludwigsvorstadt - Isarvorstadt",2020,"nichtdeutsch",3626,73.0459307010476
"02 Ludwigsvorstadt - Isarvorstadt",2021,"nichtdeutsch",4007,80.7211925866237
"02 Ludwigsvorstadt - Isarvorstadt",2022,"nichtdeutsch",5640,113.61804995971
"02 Ludwigsvorstadt - Isarvorstadt",2023,"nichtdeutsch",4192,84.4480257856567
"02 Ludwigsvorstadt - Isarvorstadt",2024,"nichtdeutsch",3779,76.1281224818695
"03 Maxvorstadt",2000,"deutsch",4679,100
"03 Maxvorstadt",2001,"deutsch",4589,98.0765120752297
"03 Maxvorstadt",2002,"deutsch",4468,95.4904894208164
"03 Maxvorstadt",2003,"deutsch",4579,97.8627911946997
"03 Maxvorstadt",2004,"deutsch",5144,109.938020944646
"03 Maxvorstadt",2005,"deutsch",5175,110.600555674289
"03 Maxvorstadt",2006,"deutsch",6387,136.503526394529
"03 Maxvorstadt",2007,"deutsch",6612,141.312246206454
"03 Maxvorstadt",2008,"deutsch",6794,145.201966232101
"03 Maxvorstadt",2009,"deutsch",6570,140.414618508228
"03 Maxvorstadt",2010,"deutsch",6689,142.957896986536
"03 Maxvorstadt",2011,"deutsch",6102,130.412481299423
"03 Maxvorstadt",2012,"deutsch",6092,130.198760418893
"03 Maxvorstadt",2013,"deutsch",5712,122.077366958752
"03 Maxvorstadt",2014,"deutsch",5768,123.27420388972
"03 Maxvorstadt",2015,"deutsch",5787,123.680273562727
"03 Maxvorstadt",2016,"deutsch",5382,115.024577901261
"03 Maxvorstadt",2017,"deutsch",5277,112.780508655696
"03 Maxvorstadt",2018,"deutsch",5509,117.738833083992
"03 Maxvorstadt",2019,"deutsch",5409,115.601624278692
"03 Maxvorstadt",2020,"deutsch",5368,114.725368668519
"03 Maxvorstadt",2021,"deutsch",6005,128.339388758282
"03 Maxvorstadt",2022,"deutsch",5229,111.754648429152
"03 Maxvorstadt",2023,"deutsch",5037,107.651207522975
"03 Maxvorstadt",2024,"deutsch",5149,110.044881384911
"03 Maxvorstadt",2000,"nichtdeutsch",3545,100
"03 Maxvorstadt",2001,"nichtdeutsch",3787,106.826516220028
"03 Maxvorstadt",2002,"nichtdeutsch",3658,103.187588152327
"03 Maxvorstadt",2003,"nichtdeutsch",3462,97.6586741889986
"03 Maxvorstadt",2004,"nichtdeutsch",3587,101.184767277856
"03 Maxvorstadt",2005,"nichtdeutsch",3401,95.9379407616361
"03 Maxvorstadt",2006,"nichtdeutsch",3644,102.792665726375
"03 Maxvorstadt",2007,"nichtdeutsch",3501,98.7588152327221
"03 Maxvorstadt",2008,"nichtdeutsch",3353,94.5839210155148
"03 Maxvorstadt",2009,"nichtdeutsch",3921,110.606488011284
"03 Maxvorstadt",2010,"nichtdeutsch",4045,114.10437235543
"03 Maxvorstadt",2011,"nichtdeutsch",3913,110.380818053597
"03 Maxvorstadt",2012,"nichtdeutsch",4350,122.708039492243
"03 Maxvorstadt",2013,"nichtdeutsch",4650,131.170662905501
"03 Maxvorstadt",2014,"nichtdeutsch",4731,133.45557122708
"03 Maxvorstadt",2015,"nichtdeutsch",5326,150.239774330042
"03 Maxvorstadt",2016,"nichtdeutsch",5345,150.775740479549
"03 Maxvorstadt",2017,"nichtdeutsch",4483,126.459802538787
"03 Maxvorstadt",2018,"nichtdeutsch",4272,120.507757404795
"03 Maxvorstadt",2019,"nichtdeutsch",4242,119.66149506347
"03 Maxvorstadt",2020,"nichtdeutsch",3576,100.874471086037
"03 Maxvorstadt",2021,"nichtdeutsch",4217,118.956276445698
"03 Maxvorstadt",2022,"nichtdeutsch",6006,169.421720733427
"03 Maxvorstadt",2023,"nichtdeutsch",4809,135.655853314527
"03 Maxvorstadt",2024,"nichtdeutsch",4171,117.658674188999
"04 Schwabing - West",2000,"deutsch",5339,100
"04 Schwabing - West",2001,"deutsch",4906,91.8898670162952
"04 Schwabing - West",2002,"deutsch",5001,93.6692264469002
"04 Schwabing - West",2003,"deutsch",5178,96.9844540176063
"04 Schwabing - West",2004,"deutsch",6320,118.374227383405
"04 Schwabing - West",2005,"deutsch",5998,112.343135418618
"04 Schwabing - West",2006,"deutsch",6969,130.530061809328
"04 Schwabing - West",2007,"deutsch",7233,135.474808016482
"04 Schwabing - West",2008,"deutsch",7377,138.171942311294
"04 Schwabing - West",2009,"deutsch",6743,126.297059374415
"04 Schwabing - West",2010,"deutsch",6874,128.750702378723
"04 Schwabing - West",2011,"deutsch",6585,123.33770368983
"04 Schwabing - West",2012,"deutsch",6590,123.431354186177
"04 Schwabing - West",2013,"deutsch",6214,116.388836860835
"04 Schwabing - West",2014,"deutsch",6312,118.224386589249
"04 Schwabing - West",2015,"deutsch",6606,123.73103577449
"04 Schwabing - West",2016,"deutsch",6217,116.445027158644
"04 Schwabing - West",2017,"deutsch",5852,109.608540925267
"04 Schwabing - West",2018,"deutsch",5694,106.649185240682
"04 Schwabing - West",2019,"deutsch",5773,108.128863082974
"04 Schwabing - West",2020,"deutsch",5891,110.339014796778
"04 Schwabing - West",2021,"deutsch",6369,119.292002247612
"04 Schwabing - West",2022,"deutsch",5397,101.086345757633
"04 Schwabing - West",2023,"deutsch",5280,98.894924143098
"04 Schwabing - West",2024,"deutsch",5440,101.891740026222
"04 Schwabing - West",2000,"nichtdeutsch",3889,100
"04 Schwabing - West",2001,"nichtdeutsch",4206,108.151195680123
"04 Schwabing - West",2002,"nichtdeutsch",3780,97.1972229364875
"04 Schwabing - West",2003,"nichtdeutsch",4238,108.974029313448
"04 Schwabing - West",2004,"nichtdeutsch",4490,115.453844175881
"04 Schwabing - West",2005,"nichtdeutsch",3839,98.7143224479301
"04 Schwabing - West",2006,"nichtdeutsch",3701,95.165852404217
"04 Schwabing - West",2007,"nichtdeutsch",3649,93.8287477500643
"04 Schwabing - West",2008,"nichtdeutsch",3496,89.8945744407303
"04 Schwabing - West",2009,"nichtdeutsch",3637,93.5201851375675
"04 Schwabing - West",2010,"nichtdeutsch",3771,96.9658009771149
"04 Schwabing - West",2011,"nichtdeutsch",4031,103.651324247879
"04 Schwabing - West",2012,"nichtdeutsch",4267,109.719722293649
"04 Schwabing - West",2013,"nichtdeutsch",4436,114.065312419645
"04 Schwabing - West",2014,"nichtdeutsch",4645,119.439444587298
"04 Schwabing - West",2015,"nichtdeutsch",4765,122.525070712265
"04 Schwabing - West",2016,"nichtdeutsch",4558,117.202365646696
"04 Schwabing - West",2017,"nichtdeutsch",4446,114.322447930059
"04 Schwabing - West",2018,"nichtdeutsch",4422,113.705322705066
"04 Schwabing - West",2019,"nichtdeutsch",4440,114.168166623811
"04 Schwabing - West",2020,"nichtdeutsch",3961,101.851375674981
"04 Schwabing - West",2021,"nichtdeutsch",4457,114.605296991515
"04 Schwabing - West",2022,"nichtdeutsch",5536,142.350218565184
"04 Schwabing - West",2023,"nichtdeutsch",4324,111.185394703008
"04 Schwabing - West",2024,"nichtdeutsch",4173,107.302648495757
"05 Au - Haidhausen",2000,"deutsch",5279,100
"05 Au - Haidhausen",2001,"deutsch",5008,94.8664519795416
"05 Au - Haidhausen",2002,"deutsch",4842,91.7219170297405
"05 Au - Haidhausen",2003,"deutsch",4918,93.1615836332639
"05 Au - Haidhausen",2004,"deutsch",5491,104.015912104565
"05 Au - Haidhausen",2005,"deutsch",6117,115.874218602008
"05 Au - Haidhausen",2006,"deutsch",6209,117.616972911536
"05 Au - Haidhausen",2007,"deutsch",6473,122.617920060618
"05 Au - Haidhausen",2008,"deutsch",6412,121.462398181474
"05 Au - Haidhausen",2009,"deutsch",6237,118.147376397045
"05 Au - Haidhausen",2010,"deutsch",6180,117.067626444402
"05 Au - Haidhausen",2011,"deutsch",6170,116.878196628149
"05 Au - Haidhausen",2012,"deutsch",6071,115.002841447244
"05 Au - Haidhausen",2013,"deutsch",5584,105.777609395719
"05 Au - Haidhausen",2014,"deutsch",5342,101.193407842394
"05 Au - Haidhausen",2015,"deutsch",5286,100.132600871377
"05 Au - Haidhausen",2016,"deutsch",4924,93.2752415230157
"05 Au - Haidhausen",2017,"deutsch",5242,99.2991096798636
"05 Au - Haidhausen",2018,"deutsch",5018,95.0558817957947
"05 Au - Haidhausen",2019,"deutsch",4915,93.1047546883879
"05 Au - Haidhausen",2020,"deutsch",5675,107.501420723622
"05 Au - Haidhausen",2021,"deutsch",5836,110.551240765296
"05 Au - Haidhausen",2022,"deutsch",5210,98.6929342678538
"05 Au - Haidhausen",2023,"deutsch",5062,95.8893729873082
"05 Au - Haidhausen",2024,"deutsch",4546,86.1147944686494
"05 Au - Haidhausen",2000,"nichtdeutsch",3662,100
"05 Au - Haidhausen",2001,"nichtdeutsch",3694,100.873839432004
"05 Au - Haidhausen",2002,"nichtdeutsch",3709,101.283451665756
"05 Au - Haidhausen",2003,"nichtdeutsch",3511,95.8765701802294
"05 Au - Haidhausen",2004,"nichtdeutsch",3697,100.955761878755
"05 Au - Haidhausen",2005,"nichtdeutsch",3379,92.2719825232114
"05 Au - Haidhausen",2006,"nichtdeutsch",3161,86.3189513926816
"05 Au - Haidhausen",2007,"nichtdeutsch",2874,78.4817039868924
"05 Au - Haidhausen",2008,"nichtdeutsch",3085,84.2435827416712
"05 Au - Haidhausen",2009,"nichtdeutsch",3187,87.0289459311851
"05 Au - Haidhausen",2010,"nichtdeutsch",3261,89.0496996176952
"05 Au - Haidhausen",2011,"nichtdeutsch",3540,96.6684871654833
"05 Au - Haidhausen",2012,"nichtdeutsch",3941,107.618787547788
"05 Au - Haidhausen",2013,"nichtdeutsch",4032,110.103768432551
"05 Au - Haidhausen",2014,"nichtdeutsch",4262,116.384489350082
"05 Au - Haidhausen",2015,"nichtdeutsch",4318,117.91370835609
"05 Au - Haidhausen",2016,"nichtdeutsch",4085,111.551064991808
"05 Au - Haidhausen",2017,"nichtdeutsch",3916,106.936100491535
"05 Au - Haidhausen",2018,"nichtdeutsch",3852,105.188421627526
"05 Au - Haidhausen",2019,"nichtdeutsch",3755,102.539595849263
"05 Au - Haidhausen",2020,"nichtdeutsch",3328,90.8793009284544
"05 Au - Haidhausen",2021,"nichtdeutsch",3779,103.194975423266
"05 Au - Haidhausen",2022,"nichtdeutsch",4975,135.854724194429
"05 Au - Haidhausen",2023,"nichtdeutsch",3753,102.484980884762
"05 Au - Haidhausen",2024,"nichtdeutsch",3006,82.0862916439104
"06 Sendling",2000,"deutsch",3149,100
"06 Sendling",2001,"deutsch",3476,110.384248967926
"06 Sendling",2002,"deutsch",3367,106.922832645284
"06 Sendling",2003,"deutsch",3231,102.604001270245
"06 Sendling",2004,"deutsch",3668,116.481422673865
"06 Sendling",2005,"deutsch",3494,110.955859002858
"06 Sendling",2006,"deutsch",3738,118.704350587488
"06 Sendling",2007,"deutsch",3994,126.833915528739
"06 Sendling",2008,"deutsch",3942,125.182597650048
"06 Sendling",2009,"deutsch",3983,126.48459828517
"06 Sendling",2010,"deutsch",3986,126.579866624325
"06 Sendling",2011,"deutsch",3645,115.751032073674
"06 Sendling",2012,"deutsch",3418,108.542394410924
"06 Sendling",2013,"deutsch",3312,105.176246427437
"06 Sendling",2014,"deutsch",3235,102.731025722452
"06 Sendling",2015,"deutsch",3267,103.747221340108
"06 Sendling",2016,"deutsch",3210,101.937122896158
"06 Sendling",2017,"deutsch",3191,101.333756748174
"06 Sendling",2018,"deutsch",3134,99.5236583042236
"06 Sendling",2019,"deutsch",2993,95.0460463639251
"06 Sendling",2020,"deutsch",3048,96.792632581772
"06 Sendling",2021,"deutsch",3386,107.526198793268
"06 Sendling",2022,"deutsch",2896,91.9657033979041
"06 Sendling",2023,"deutsch",2678,85.0428707526199
"06 Sendling",2024,"deutsch",2784,88.4090187361067
"06 Sendling",2000,"nichtdeutsch",2348,100
"06 Sendling",2001,"nichtdeutsch",2422,103.151618398637
"06 Sendling",2002,"nichtdeutsch",2303,98.0834752981261
"06 Sendling",2003,"nichtdeutsch",2288,97.4446337308348
"06 Sendling",2004,"nichtdeutsch",2552,108.688245315162
"06 Sendling",2005,"nichtdeutsch",2433,103.620102214651
"06 Sendling",2006,"nichtdeutsch",2296,97.7853492333901
"06 Sendling",2007,"nichtdeutsch",2266,96.5076660988075
"06 Sendling",2008,"nichtdeutsch",2392,101.873935264055
"06 Sendling",2009,"nichtdeutsch",2434,103.66269165247
"06 Sendling",2010,"nichtdeutsch",2361,100.553662691652
"06 Sendling",2011,"nichtdeutsch",2568,109.369676320273
"06 Sendling",2012,"nichtdeutsch",2619,111.541737649063
"06 Sendling",2013,"nichtdeutsch",2616,111.413969335605
"06 Sendling",2014,"nichtdeutsch",3021,128.66269165247
"06 Sendling",2015,"nichtdeutsch",2830,120.528109028961
"06 Sendling",2016,"nichtdeutsch",2575,109.667802385009
"06 Sendling",2017,"nichtdeutsch",2484,105.792163543441
"06 Sendling",2018,"nichtdeutsch",2455,104.557069846678
"06 Sendling",2019,"nichtdeutsch",2658,113.20272572402
"06 Sendling",2020,"nichtdeutsch",2054,87.4787052810903
"06 Sendling",2021,"nichtdeutsch",2434,103.66269165247
"06 Sendling",2022,"nichtdeutsch",2881,122.700170357751
"06 Sendling",2023,"nichtdeutsch",2523,107.453151618399
"06 Sendling",2024,"nichtdeutsch",2353,100.212947189097
"07 Sendling - Westpark",2000,"deutsch",3810,100
"07 Sendling - Westpark",2001,"deutsch",3644,95.6430446194226
"07 Sendling - Westpark",2002,"deutsch",3597,94.4094488188976
"07 Sendling - Westpark",2003,"deutsch",3823,100.341207349081
"07 Sendling - Westpark",2004,"deutsch",4092,107.40157480315
"07 Sendling - Westpark",2005,"deutsch",4307,113.044619422572
"07 Sendling - Westpark",2006,"deutsch",4346,114.068241469816
"07 Sendling - Westpark",2007,"deutsch",4817,126.430446194226
"07 Sendling - Westpark",2008,"deutsch",4947,129.842519685039
"07 Sendling - Westpark",2009,"deutsch",4768,125.144356955381
"07 Sendling - Westpark",2010,"deutsch",4431,116.299212598425
"07 Sendling - Westpark",2011,"deutsch",4543,119.238845144357
"07 Sendling - Westpark",2012,"deutsch",4396,115.380577427822
"07 Sendling - Westpark",2013,"deutsch",4224,110.866141732283
"07 Sendling - Westpark",2014,"deutsch",4190,109.97375328084
"07 Sendling - Westpark",2015,"deutsch",4598,120.682414698163
"07 Sendling - Westpark",2016,"deutsch",4339,113.884514435696
"07 Sendling - Westpark",2017,"deutsch",4100,107.61154855643
"07 Sendling - Westpark",2018,"deutsch",3607,94.6719160104987
"07 Sendling - Westpark",2019,"deutsch",3878,101.784776902887
"07 Sendling - Westpark",2020,"deutsch",3759,98.6614173228346
"07 Sendling - Westpark",2021,"deutsch",4068,106.771653543307
"07 Sendling - Westpark",2022,"deutsch",3848,100.997375328084
"07 Sendling - Westpark",2023,"deutsch",3659,96.0367454068241
"07 Sendling - Westpark",2024,"deutsch",3531,92.6771653543307
"07 Sendling - Westpark",2000,"nichtdeutsch",3069,100
"07 Sendling - Westpark",2001,"nichtdeutsch",2984,97.2303681981101
"07 Sendling - Westpark",2002,"nichtdeutsch",2540,82.7631150211795
