"Jahr","Raumbezug","Ausprägung","Zuzuege"
2016,"18 Untergiesing - Harlaching","deutsch",4295
2016,"18 Untergiesing - Harlaching","nichtdeutsch",4024
2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",6024
2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",8367
2016,"20 Hadern","deutsch",2805
2016,"20 Hadern","nichtdeutsch",3807
2016,"21 Pasing - Obermenzing","deutsch",5244
2016,"21 Pasing - Obermenzing","nichtdeutsch",5251
2016,"22 Aubing - Lochhausen - Langwied","deutsch",2714
2016,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",4669
2016,"23 Allach - Untermenzing","deutsch",1921
2016,"23 Allach - Untermenzing","nichtdeutsch",2380
2016,"24 Feldmoching - Hasenbergl","deutsch",2961
2016,"24 Feldmoching - Hasenbergl","nichtdeutsch",5027
2016,"25 Laim","deutsch",4062
2016,"25 Laim","nichtdeutsch",3861
2017,"01 Altstadt - Lehel","deutsch",1808
2017,"01 Altstadt - Lehel","nichtdeutsch",1716
2017,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4773
2017,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",5286
2017,"03 Maxvorstadt","deutsch",5277
2017,"03 Maxvorstadt","nichtdeutsch",4483
2017,"04 Schwabing - West","deutsch",5852
2017,"04 Schwabing - West","nichtdeutsch",4446
2017,"05 Au - Haidhausen","deutsch",5242
2017,"05 Au - Haidhausen","nichtdeutsch",3916
2017,"06 Sendling","deutsch",3191
2017,"06 Sendling","nichtdeutsch",2484
2017,"07 Sendling - Westpark","deutsch",4100
2017,"07 Sendling - Westpark","nichtdeutsch",3902
2017,"08 Schwanthalerhöhe","deutsch",2042
2017,"08 Schwanthalerhöhe","nichtdeutsch",2266
2017,"09 Neuhausen - Nymphenburg","deutsch",7081
2017,"09 Neuhausen - Nymphenburg","nichtdeutsch",6115
2017,"10 Moosach","deutsch",3094
2017,"10 Moosach","nichtdeutsch",4384
2017,"11 Milbertshofen - Am Hart","deutsch",4143
2017,"11 Milbertshofen - Am Hart","nichtdeutsch",7685
2017,"12 Schwabing - Freimann","deutsch",6212
2017,"12 Schwabing - Freimann","nichtdeutsch",11351
2017,"13 Bogenhausen","deutsch",5474
2017,"13 Bogenhausen","nichtdeutsch",5150
2017,"14 Berg am Laim","deutsch",2698
2017,"14 Berg am Laim","nichtdeutsch",2975
2017,"15 Trudering - Riem","deutsch",4512
2017,"15 Trudering - Riem","nichtdeutsch",4712
2017,"16 Ramersdorf - Perlach","deutsch",6442
2017,"16 Ramersdorf - Perlach","nichtdeutsch",7775
2017,"17 Obergiesing - Fasangarten","deutsch",3668
2017,"17 Obergiesing - Fasangarten","nichtdeutsch",4426
2017,"18 Untergiesing - Harlaching","deutsch",3986
2017,"18 Untergiesing - Harlaching","nichtdeutsch",3492
2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",5994
2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",7429
2017,"20 Hadern","deutsch",2614
2017,"20 Hadern","nichtdeutsch",3422
2017,"21 Pasing - Obermenzing","deutsch",4579
2017,"21 Pasing - Obermenzing","nichtdeutsch",5102
2017,"22 Aubing - Lochhausen - Langwied","deutsch",2545
2017,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",4529
2017,"23 Allach - Untermenzing","deutsch",1811
2017,"23 Allach - Untermenzing","nichtdeutsch",3096
2017,"24 Feldmoching - Hasenbergl","deutsch",2773
2017,"24 Feldmoching - Hasenbergl","nichtdeutsch",4441
2017,"25 Laim","deutsch",3734
2017,"25 Laim","nichtdeutsch",3924
2018,"01 Altstadt - Lehel","deutsch",1922
2018,"01 Altstadt - Lehel","nichtdeutsch",1761
2018,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4880
2018,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",4889
2018,"03 Maxvorstadt","deutsch",5509
2018,"03 Maxvorstadt","nichtdeutsch",4272
2018,"04 Schwabing - West","deutsch",5694
2018,"04 Schwabing - West","nichtdeutsch",4422
2018,"05 Au - Haidhausen","deutsch",5018
2018,"05 Au - Haidhausen","nichtdeutsch",3852
2018,"06 Sendling","deutsch",3134
2018,"06 Sendling","nichtdeutsch",2455
2018,"07 Sendling - Westpark","deutsch",3607
2018,"07 Sendling - Westpark","nichtdeutsch",3474
2018,"08 Schwanthalerhöhe","deutsch",2159
2018,"08 Schwanthalerhöhe","nichtdeutsch",2131
2018,"09 Neuhausen - Nymphenburg","deutsch",7508
2018,"09 Neuhausen - Nymphenburg","nichtdeutsch",6370
2018,"10 Moosach","deutsch",3086
2018,"10 Moosach","nichtdeutsch",4391
2018,"11 Milbertshofen - Am Hart","deutsch",4140
2018,"11 Milbertshofen - Am Hart","nichtdeutsch",7745
2018,"12 Schwabing - Freimann","deutsch",6252
2018,"12 Schwabing - Freimann","nichtdeutsch",10691
2018,"13 Bogenhausen","deutsch",6156
2018,"13 Bogenhausen","nichtdeutsch",5683
2018,"14 Berg am Laim","deutsch",2532
2018,"14 Berg am Laim","nichtdeutsch",2853
2018,"15 Trudering - Riem","deutsch",4120
2018,"15 Trudering - Riem","nichtdeutsch",4271
2018,"16 Ramersdorf - Perlach","deutsch",5890
2018,"16 Ramersdorf - Perlach","nichtdeutsch",7934
2018,"17 Obergiesing - Fasangarten","deutsch",3922
2018,"17 Obergiesing - Fasangarten","nichtdeutsch",4325
2018,"18 Untergiesing - Harlaching","deutsch",3986
2018,"18 Untergiesing - Harlaching","nichtdeutsch",3339
2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",6417
2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",7122
2018,"20 Hadern","deutsch",2656
2018,"20 Hadern","nichtdeutsch",3596
2018,"21 Pasing - Obermenzing","deutsch",4866
2018,"21 Pasing - Obermenzing","nichtdeutsch",5215
2018,"22 Aubing - Lochhausen - Langwied","deutsch",2848
2018,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",4425
2018,"23 Allach - Untermenzing","deutsch",2036
2018,"23 Allach - Untermenzing","nichtdeutsch",2915
2018,"24 Feldmoching - Hasenbergl","deutsch",2876
2018,"24 Feldmoching - Hasenbergl","nichtdeutsch",4601
2018,"25 Laim","deutsch",3645
2018,"25 Laim","nichtdeutsch",3705
2019,"01 Altstadt - Lehel","deutsch",1903
2019,"01 Altstadt - Lehel","nichtdeutsch",1475
2019,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4784
2019,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",4511
2019,"03 Maxvorstadt","deutsch",5409
2019,"03 Maxvorstadt","nichtdeutsch",4242
2019,"04 Schwabing - West","deutsch",5773
2019,"04 Schwabing - West","nichtdeutsch",4440
2019,"05 Au - Haidhausen","deutsch",4915
2019,"05 Au - Haidhausen","nichtdeutsch",3755
2019,"06 Sendling","deutsch",2993
2019,"06 Sendling","nichtdeutsch",2658
2019,"07 Sendling - Westpark","deutsch",3878
2019,"07 Sendling - Westpark","nichtdeutsch",3935
2019,"08 Schwanthalerhöhe","deutsch",2140
2019,"08 Schwanthalerhöhe","nichtdeutsch",1939
2019,"09 Neuhausen - Nymphenburg","deutsch",7661
2019,"09 Neuhausen - Nymphenburg","nichtdeutsch",6930
2019,"10 Moosach","deutsch",3097
2019,"10 Moosach","nichtdeutsch",4625
2019,"11 Milbertshofen - Am Hart","deutsch",4469
2019,"11 Milbertshofen - Am Hart","nichtdeutsch",8264
2019,"12 Schwabing - Freimann","deutsch",5596
2019,"12 Schwabing - Freimann","nichtdeutsch",9429
2019,"13 Bogenhausen","deutsch",6442
2019,"13 Bogenhausen","nichtdeutsch",5733
2019,"14 Berg am Laim","deutsch",2797
2019,"14 Berg am Laim","nichtdeutsch",3298
2019,"15 Trudering - Riem","deutsch",4015
2019,"15 Trudering - Riem","nichtdeutsch",4341
2019,"16 Ramersdorf - Perlach","deutsch",5684
2019,"16 Ramersdorf - Perlach","nichtdeutsch",8458
2019,"17 Obergiesing - Fasangarten","deutsch",3615
2019,"17 Obergiesing - Fasangarten","nichtdeutsch",3984
2019,"18 Untergiesing - Harlaching","deutsch",3925
2019,"18 Untergiesing - Harlaching","nichtdeutsch",3261
2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",6315
2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",7218
2019,"20 Hadern","deutsch",2506
2019,"20 Hadern","nichtdeutsch",3705
2019,"21 Pasing - Obermenzing","deutsch",5170
2019,"21 Pasing - Obermenzing","nichtdeutsch",5777
2019,"22 Aubing - Lochhausen - Langwied","deutsch",2761
2019,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",4306
2019,"23 Allach - Untermenzing","deutsch",2155
2019,"23 Allach - Untermenzing","nichtdeutsch",3283
2019,"24 Feldmoching - Hasenbergl","deutsch",2812
2019,"24 Feldmoching - Hasenbergl","nichtdeutsch",4577
2019,"25 Laim","deutsch",3733
2019,"25 Laim","nichtdeutsch",3757
2020,"01 Altstadt - Lehel","deutsch",1860
2020,"01 Altstadt - Lehel","nichtdeutsch",1183
2020,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4643
2020,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",3626
2020,"03 Maxvorstadt","deutsch",5368
2020,"03 Maxvorstadt","nichtdeutsch",3576
2020,"04 Schwabing - West","deutsch",5891
2020,"04 Schwabing - West","nichtdeutsch",3961
2020,"05 Au - Haidhausen","deutsch",5675
2020,"05 Au - Haidhausen","nichtdeutsch",3328
2020,"06 Sendling","deutsch",3048
2020,"06 Sendling","nichtdeutsch",2054
2020,"07 Sendling - Westpark","deutsch",3759
2020,"07 Sendling - Westpark","nichtdeutsch",3173
2020,"08 Schwanthalerhöhe","deutsch",2051
2020,"08 Schwanthalerhöhe","nichtdeutsch",1452
2020,"09 Neuhausen - Nymphenburg","deutsch",7477
2020,"09 Neuhausen - Nymphenburg","nichtdeutsch",5106
2020,"10 Moosach","deutsch",3365
2020,"10 Moosach","nichtdeutsch",3866
2020,"11 Milbertshofen - Am Hart","deutsch",3973
2020,"11 Milbertshofen - Am Hart","nichtdeutsch",6099
2020,"12 Schwabing - Freimann","deutsch",5485
2020,"12 Schwabing - Freimann","nichtdeutsch",11448
2020,"13 Bogenhausen","deutsch",6819
2020,"13 Bogenhausen","nichtdeutsch",5077
2020,"14 Berg am Laim","deutsch",2391
2020,"14 Berg am Laim","nichtdeutsch",2608
2020,"15 Trudering - Riem","deutsch",4432
2020,"15 Trudering - Riem","nichtdeutsch",4066
2020,"16 Ramersdorf - Perlach","deutsch",5516
2020,"16 Ramersdorf - Perlach","nichtdeutsch",6674
2020,"17 Obergiesing - Fasangarten","deutsch",3510
2020,"17 Obergiesing - Fasangarten","nichtdeutsch",3335
2020,"18 Untergiesing - Harlaching","deutsch",3979
2020,"18 Untergiesing - Harlaching","nichtdeutsch",2641
2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",6538
2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",6556
2020,"20 Hadern","deutsch",2529
2020,"20 Hadern","nichtdeutsch",2861
2020,"21 Pasing - Obermenzing","deutsch",5244
2020,"21 Pasing - Obermenzing","nichtdeutsch",4724
2020,"22 Aubing - Lochhausen - Langwied","deutsch",3014
2020,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",3537
2020,"23 Allach - Untermenzing","deutsch",1849
2020,"23 Allach - Untermenzing","nichtdeutsch",2016
2020,"24 Feldmoching - Hasenbergl","deutsch",2792
2020,"24 Feldmoching - Hasenbergl","nichtdeutsch",3895
2020,"25 Laim","deutsch",3524
2020,"25 Laim","nichtdeutsch",3192
2021,"01 Altstadt - Lehel","deutsch",2149
2021,"01 Altstadt - Lehel","nichtdeutsch",1346
2021,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",5319
2021,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",4007
2021,"03 Maxvorstadt","deutsch",6005
2021,"03 Maxvorstadt","nichtdeutsch",4217
2021,"04 Schwabing - West","deutsch",6369
2021,"04 Schwabing - West","nichtdeutsch",4457
2021,"05 Au - Haidhausen","deutsch",5836
2021,"05 Au - Haidhausen","nichtdeutsch",3779
2021,"06 Sendling","deutsch",3386
2021,"06 Sendling","nichtdeutsch",2434
2021,"07 Sendling - Westpark","deutsch",4068
2021,"07 Sendling - Westpark","nichtdeutsch",3702
2021,"08 Schwanthalerhöhe","deutsch",2255
2021,"08 Schwanthalerhöhe","nichtdeutsch",1614
2021,"09 Neuhausen - Nymphenburg","deutsch",7744
2021,"09 Neuhausen - Nymphenburg","nichtdeutsch",5829
2021,"10 Moosach","deutsch",3139
2021,"10 Moosach","nichtdeutsch",4632
2021,"11 Milbertshofen - Am Hart","deutsch",3970
2021,"11 Milbertshofen - Am Hart","nichtdeutsch",7673
2021,"12 Schwabing - Freimann","deutsch",5518
2021,"12 Schwabing - Freimann","nichtdeutsch",15890
2021,"13 Bogenhausen","deutsch",6186
2021,"13 Bogenhausen","nichtdeutsch",5927
2021,"14 Berg am Laim","deutsch",2548
2021,"14 Berg am Laim","nichtdeutsch",3250
2021,"15 Trudering - Riem","deutsch",4695
2021,"15 Trudering - Riem","nichtdeutsch",4636
2021,"16 Ramersdorf - Perlach","deutsch",5843
2021,"16 Ramersdorf - Perlach","nichtdeutsch",7884
2021,"17 Obergiesing - Fasangarten","deutsch",3851
2021,"17 Obergiesing - Fasangarten","nichtdeutsch",3944
2021,"18 Untergiesing - Harlaching","deutsch",4294
2021,"18 Untergiesing - Harlaching","nichtdeutsch",3121
2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",6491
2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",7090
2021,"20 Hadern","deutsch",2879
2021,"20 Hadern","nichtdeutsch",3794
2021,"21 Pasing - Obermenzing","deutsch",5879
2021,"21 Pasing - Obermenzing","nichtdeutsch",4969
2021,"22 Aubing - Lochhausen - Langwied","deutsch",3198
2021,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",3944
2021,"23 Allach - Untermenzing","deutsch",2492
2021,"23 Allach - Untermenzing","nichtdeutsch",2395
2021,"24 Feldmoching - Hasenbergl","deutsch",2996
2021,"24 Feldmoching - Hasenbergl","nichtdeutsch",4373
2021,"25 Laim","deutsch",3826
2021,"25 Laim","nichtdeutsch",3734
2022,"01 Altstadt - Lehel","deutsch",1662
2022,"01 Altstadt - Lehel","nichtdeutsch",2002
2022,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4707
2022,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",5640
2022,"03 Maxvorstadt","deutsch",5229
2022,"03 Maxvorstadt","nichtdeutsch",6006
2022,"04 Schwabing - West","deutsch",5397
2022,"04 Schwabing - West","nichtdeutsch",5536
2022,"05 Au - Haidhausen","deutsch",5210
2022,"05 Au - Haidhausen","nichtdeutsch",4975
2022,"06 Sendling","deutsch",2896
2022,"06 Sendling","nichtdeutsch",2881
2022,"07 Sendling - Westpark","deutsch",3848
2022,"07 Sendling - Westpark","nichtdeutsch",5127
2022,"08 Schwanthalerhöhe","deutsch",1958
2022,"08 Schwanthalerhöhe","nichtdeutsch",2139
2022,"09 Neuhausen - Nymphenburg","deutsch",6940
2022,"09 Neuhausen - Nymphenburg","nichtdeutsch",7736
2022,"10 Moosach","deutsch",3035
2022,"10 Moosach","nichtdeutsch",5697
2022,"11 Milbertshofen - Am Hart","deutsch",3879
2022,"11 Milbertshofen - Am Hart","nichtdeutsch",9246
2022,"12 Schwabing - Freimann","deutsch",5041
2022,"12 Schwabing - Freimann","nichtdeutsch",20670
2022,"13 Bogenhausen","deutsch",5006
2022,"13 Bogenhausen","nichtdeutsch",9009
2022,"14 Berg am Laim","deutsch",2264
2022,"14 Berg am Laim","nichtdeutsch",4220
2022,"15 Trudering - Riem","deutsch",3967
2022,"15 Trudering - Riem","nichtdeutsch",6271
2022,"16 Ramersdorf - Perlach","deutsch",5346
2022,"16 Ramersdorf - Perlach","nichtdeutsch",9901
2022,"17 Obergiesing - Fasangarten","deutsch",3485
2022,"17 Obergiesing - Fasangarten","nichtdeutsch",4718
2022,"18 Untergiesing - Harlaching","deutsch",3957
2022,"18 Untergiesing - Harlaching","nichtdeutsch",4080
2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",5869
2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",9714
2022,"20 Hadern","deutsch",2576
2022,"20 Hadern","nichtdeutsch",4471
2022,"21 Pasing - Obermenzing","deutsch",5388
2022,"21 Pasing - Obermenzing","nichtdeutsch",7093
2022,"22 Aubing - Lochhausen - Langwied","deutsch",3609
2022,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",5937
2022,"23 Allach - Untermenzing","deutsch",2106
2022,"23 Allach - Untermenzing","nichtdeutsch",3582
2022,"24 Feldmoching - Hasenbergl","deutsch",2576
2022,"24 Feldmoching - Hasenbergl","nichtdeutsch",5410
2022,"25 Laim","deutsch",3524
2022,"25 Laim","nichtdeutsch",5065
2023,"01 Altstadt - Lehel","deutsch",1829
2023,"01 Altstadt - Lehel","nichtdeutsch",1737
2023,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4263
2023,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",4192
2023,"03 Maxvorstadt","deutsch",5037
2023,"03 Maxvorstadt","nichtdeutsch",4809
2023,"04 Schwabing - West","deutsch",5280
2023,"04 Schwabing - West","nichtdeutsch",4324
2023,"05 Au - Haidhausen","deutsch",5062
2023,"05 Au - Haidhausen","nichtdeutsch",3753
2023,"06 Sendling","deutsch",2678
2023,"06 Sendling","nichtdeutsch",2523
2023,"07 Sendling - Westpark","deutsch",3659
2023,"07 Sendling - Westpark","nichtdeutsch",4213
2023,"08 Schwanthalerhöhe","deutsch",1864
2023,"08 Schwanthalerhöhe","nichtdeutsch",1877
2023,"09 Neuhausen - Nymphenburg","deutsch",6852
2023,"09 Neuhausen - Nymphenburg","nichtdeutsch",6185
2023,"10 Moosach","deutsch",2696
2023,"10 Moosach","nichtdeutsch",4857
2023,"11 Milbertshofen - Am Hart","deutsch",3588
2023,"11 Milbertshofen - Am Hart","nichtdeutsch",8180
2023,"12 Schwabing - Freimann","deutsch",5234
2023,"12 Schwabing - Freimann","nichtdeutsch",23040
2023,"13 Bogenhausen","deutsch",4800
2023,"13 Bogenhausen","nichtdeutsch",8035
2023,"14 Berg am Laim","deutsch",2179
2023,"14 Berg am Laim","nichtdeutsch",3409
2023,"15 Trudering - Riem","deutsch",3767
2023,"15 Trudering - Riem","nichtdeutsch",4949
2023,"16 Ramersdorf - Perlach","deutsch",5517
2023,"16 Ramersdorf - Perlach","nichtdeutsch",9206
2023,"17 Obergiesing - Fasangarten","deutsch",3587
2023,"17 Obergiesing - Fasangarten","nichtdeutsch",3896
2023,"18 Untergiesing - Harlaching","deutsch",3730
2023,"18 Untergiesing - Harlaching","nichtdeutsch",3194
2023,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",5848
2023,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",8655
2023,"20 Hadern","deutsch",2628
2023,"20 Hadern","nichtdeutsch",3872
2023,"21 Pasing - Obermenzing","deutsch",4999
2023,"21 Pasing - Obermenzing","nichtdeutsch",6088
2023,"22 Aubing - Lochhausen - Langwied","deutsch",3665
2023,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",5908
2023,"23 Allach - Untermenzing","deutsch",1867
2023,"23 Allach - Untermenzing","nichtdeutsch",2868
2023,"24 Feldmoching - Hasenbergl","deutsch",2615
2023,"24 Feldmoching - Hasenbergl","nichtdeutsch",4791
2023,"25 Laim","deutsch",3182
2023,"25 Laim","nichtdeutsch",4059
2024,"01 Altstadt - Lehel","deutsch",1696
2024,"01 Altstadt - Lehel","nichtdeutsch",1649
2024,"02 Ludwigsvorstadt - Isarvorstadt","deutsch",4373
2024,"02 Ludwigsvorstadt - Isarvorstadt","nichtdeutsch",3779
2024,"03 Maxvorstadt","deutsch",5149
2024,"03 Maxvorstadt","nichtdeutsch",4171
2024,"04 Schwabing - West","deutsch",5440
2024,"04 Schwabing - West","nichtdeutsch",4173
2024,"05 Au - Haidhausen","deutsch",4546
2024,"05 Au - Haidhausen","nichtdeutsch",3006
2024,"06 Sendling","deutsch",2784
2024,"06 Sendling","nichtdeutsch",2353
2024,"07 Sendling - Westpark","deutsch",3531
2024,"07 Sendling - Westpark","nichtdeutsch",4217
2024,"08 Schwanthalerhöhe","deutsch",1853
2024,"08 Schwanthalerhöhe","nichtdeutsch",1947
2024,"09 Neuhausen - Nymphenburg","deutsch",7135
2024,"09 Neuhausen - Nymphenburg","nichtdeutsch",6068
2024,"10 Moosach","deutsch",2543
2024,"10 Moosach","nichtdeutsch",4392
2024,"11 Milbertshofen - Am Hart","deutsch",3452
2024,"11 Milbertshofen - Am Hart","nichtdeutsch",7380
2024,"12 Schwabing - Freimann","deutsch",5043
2024,"12 Schwabing - Freimann","nichtdeutsch",14602
2024,"13 Bogenhausen","deutsch",4996
2024,"13 Bogenhausen","nichtdeutsch",7221
2024,"14 Berg am Laim","deutsch",2116
2024,"14 Berg am Laim","nichtdeutsch",3582
2024,"15 Trudering - Riem","deutsch",3786
2024,"15 Trudering - Riem","nichtdeutsch",4975
2024,"16 Ramersdorf - Perlach","deutsch",4975
2024,"16 Ramersdorf - Perlach","nichtdeutsch",8040
2024,"17 Obergiesing - Fasangarten","deutsch",3308
2024,"17 Obergiesing - Fasangarten","nichtdeutsch",4094
2024,"18 Untergiesing - Harlaching","deutsch",3547
2024,"18 Untergiesing - Harlaching","nichtdeutsch",3074
2024,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","deutsch",5939
2024,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","nichtdeutsch",8219
2024,"20 Hadern","deutsch",2319
2024,"20 Hadern","nichtdeutsch",3708
2024,"21 Pasing - Obermenzing","deutsch",4596
2024,"21 Pasing - Obermenzing","nichtdeutsch",5407
2024,"22 Aubing - Lochhausen - Langwied","deutsch",3644
2024,"22 Aubing - Lochhausen - Langwied","nichtdeutsch",6269
2024,"23 Allach - Untermenzing","deutsch",1961
2024,"23 Allach - Untermenzing","nichtdeutsch",2473
2024,"24 Feldmoching - Hasenbergl","deutsch",2794
2024,"24 Feldmoching - Hasenbergl","nichtdeutsch",4854
2024,"25 Laim","deutsch",3347
2024,"25 Laim","nichtdeutsch",3799
